site,date,treatment,design,height,tile_type,replicate,tile_id,oysters
port_hacking,13/10/23,caged,T3,4,T3-H04,1,T3-H04-1-ca-PH,35
port_hacking,13/10/23,caged,T3,4,T3-H04,2,T3-H04-2-ca-PH,25
port_hacking,13/10/23,caged,T3,4,T3-H04,3,T3-H04-3-ca-PH,21
port_hacking,13/10/23,caged,T3,4,T3-H04,4,T3-H04-4-ca-PH,12
port_hacking,13/10/23,caged,T3,4,T3-H04,5,T3-H04-5-ca-PH,12
port_hacking,13/10/23,caged,T3,6,T3-H06,1,T3-H06-1-ca-PH,62
port_hacking,13/10/23,caged,T3,6,T3-H06,2,T3-H06-2-ca-PH,27
port_hacking,13/10/23,caged,T3,6,T3-H06,3,T3-H06-3-ca-PH,32
port_hacking,13/10/23,caged,T3,6,T3-H06,4,T3-H06-4-ca-PH,48
port_hacking,13/10/23,caged,T3,6,T3-H06,5,T3-H06-5-ca-PH,14
port_hacking,13/10/23,caged,T3,12,T3-H12,1,T3-H12-1-ca-PH,33
port_hacking,13/10/23,caged,T3,12,T3-H12,2,T3-H12-2-ca-PH,38
port_hacking,13/10/23,caged,T3,12,T3-H12,3,T3-H12-3-ca-PH,71
port_hacking,13/10/23,caged,T3,12,T3-H12,4,T3-H12-4-ca-PH,81
port_hacking,13/10/23,caged,T3,12,T3-H12,5,T3-H12-5-ca-PH,47
port_hacking,13/10/23,caged,T4,3,T4-H03,1,T4-H03-1-ca-PH,33
port_hacking,13/10/23,caged,T4,3,T4-H03,2,T4-H03-2-ca-PH,15
port_hacking,13/10/23,caged,T4,3,T4-H03,3,T4-H03-3-ca-PH,6
port_hacking,13/10/23,caged,T4,3,T4-H03,4,T4-H03-4-ca-PH,31
port_hacking,13/10/23,caged,T4,3,T4-H03,5,T4-H03-5-ca-PH,16
port_hacking,13/10/23,caged,T4,4,T4-H04,1,T4-H04-1-ca-PH,38
port_hacking,13/10/23,caged,T4,4,T4-H04,2,T4-H04-2-ca-PH,28
port_hacking,13/10/23,caged,T4,4,T4-H04,3,T4-H04-3-ca-PH,23
port_hacking,13/10/23,caged,T4,4,T4-H04,4,T4-H04-4-ca-PH,20
port_hacking,13/10/23,caged,T4,4,T4-H04,5,T4-H04-5-ca-PH,19
port_hacking,13/10/23,caged,T4,6,T4-H06,1,T4-H06-1-ca-PH,42
port_hacking,13/10/23,caged,T4,6,T4-H06,2,T4-H06-2-ca-PH,30
port_hacking,13/10/23,caged,T4,6,T4-H06,3,T4-H06-3-ca-PH,42
port_hacking,13/10/23,caged,T4,6,T4-H06,4,T4-H06-4-ca-PH,43
port_hacking,13/10/23,caged,T4,6,T4-H06,5,T4-H06-5-ca-PH,56
port_hacking,13/10/23,caged,T4,12,T4-H12,1,T4-H12-1-ca-PH,109
port_hacking,13/10/23,caged,T4,12,T4-H12,2,T4-H12-2-ca-PH,101
port_hacking,13/10/23,caged,T4,12,T4-H12,3,T4-H12-3-ca-PH,84
port_hacking,13/10/23,caged,T4,12,T4-H12,4,T4-H12-4-ca-PH,51
port_hacking,13/10/23,caged,T4,12,T4-H12,5,T4-H12-5-ca-PH,41
hawkesbury,18/10/23,uncaged,T1,3,T1-H03,1,T1-H03-1-un-HR,0
hawkesbury,18/10/23,uncaged,T1,3,T1-H03,2,T1-H03-2-un-HR,1
hawkesbury,18/10/23,uncaged,T1,3,T1-H03,3,T1-H03-3-un-HR,1
hawkesbury,18/10/23,uncaged,T1,3,T1-H03,4,T1-H03-4-un-HR,0
hawkesbury,18/10/23,uncaged,T1,3,T1-H03,5,T1-H03-5-un-HR,0
hawkesbury,18/10/23,uncaged,T1,4,T1-H04,1,T1-H04-1-un-HR,0
hawkesbury,18/10/23,uncaged,T1,4,T1-H04,2,T1-H04-2-un-HR,2
hawkesbury,18/10/23,uncaged,T1,4,T1-H04,3,T1-H04-3-un-HR,9
hawkesbury,18/10/23,uncaged,T1,4,T1-H04,4,T1-H04-4-un-HR,2
hawkesbury,18/10/23,uncaged,T1,4,T1-H04,5,T1-H04-5-un-HR,2
hawkesbury,18/10/23,uncaged,T1,6,T1-H06,1,T1-H06-1-un-HR,5
hawkesbury,18/10/23,uncaged,T1,6,T1-H06,2,T1-H06-2-un-HR,4
hawkesbury,18/10/23,uncaged,T1,6,T1-H06,3,T1-H06-3-un-HR,13
hawkesbury,18/10/23,uncaged,T1,6,T1-H06,4,T1-H06-4-un-HR,4
hawkesbury,18/10/23,uncaged,T1,6,T1-H06,5,T1-H06-5-un-HR,10
hawkesbury,18/10/23,uncaged,T1,12,T1-H12,1,T1-H12-1-un-HR,14
hawkesbury,18/10/23,uncaged,T1,12,T1-H12,2,T1-H12-2-un-HR,24
hawkesbury,18/10/23,uncaged,T1,12,T1-H12,3,T1-H12-3-un-HR,21
hawkesbury,18/10/23,uncaged,T1,12,T1-H12,4,T1-H12-4-un-HR,26
hawkesbury,18/10/23,uncaged,T1,12,T1-H12,5,T1-H12-5-un-HR,22
hawkesbury,18/10/23,uncaged,T2,3,T2-H03,1,T2-H03-1-un-HR,8
hawkesbury,18/10/23,uncaged,T2,3,T2-H03,2,T2-H03-2-un-HR,23
hawkesbury,18/10/23,uncaged,T2,3,T2-H03,3,T2-H03-3-un-HR,2
hawkesbury,18/10/23,uncaged,T2,3,T2-H03,4,T2-H03-4-un-HR,5
hawkesbury,18/10/23,uncaged,T2,3,T2-H03,5,T2-H03-5-un-HR,6
hawkesbury,18/10/23,uncaged,T2,4,T2-H04,1,T2-H04-1-un-HR,19
hawkesbury,18/10/23,uncaged,T2,4,T2-H04,2,T2-H04-2-un-HR,15
hawkesbury,18/10/23,uncaged,T2,4,T2-H04,3,T2-H04-3-un-HR,17
hawkesbury,18/10/23,uncaged,T2,4,T2-H04,4,T2-H04-4-un-HR,8
hawkesbury,18/10/23,uncaged,T2,4,T2-H04,5,T2-H04-5-un-HR,19
hawkesbury,18/10/23,uncaged,T2,6,T2-H06,1,T2-H06-1-un-HR,51
hawkesbury,18/10/23,uncaged,T2,6,T2-H06,2,T2-H06-2-un-HR,11
hawkesbury,18/10/23,uncaged,T2,6,T2-H06,3,T2-H06-3-un-HR,28
hawkesbury,18/10/23,uncaged,T2,6,T2-H06,4,T2-H06-4-un-HR,33
hawkesbury,18/10/23,uncaged,T2,6,T2-H06,5,T2-H06-5-un-HR,8
hawkesbury,18/10/23,uncaged,T2,12,T2-H12,1,T2-H12-1-un-HR,80
hawkesbury,18/10/23,uncaged,T2,12,T2-H12,2,T2-H12-2-un-HR,65
hawkesbury,18/10/23,uncaged,T2,12,T2-H12,3,T2-H12-3-un-HR,57
hawkesbury,18/10/23,uncaged,T2,12,T2-H12,4,T2-H12-4-un-HR,68
hawkesbury,18/10/23,uncaged,T2,12,T2-H12,5,T2-H12-5-un-HR,33
hawkesbury,18/10/23,uncaged,T3,3,T3-H03,1,T3-H03-1-un-HR,21
hawkesbury,18/10/23,uncaged,T3,3,T3-H03,2,T3-H03-2-un-HR,14
hawkesbury,18/10/23,uncaged,T3,3,T3-H03,3,T3-H03-3-un-HR,7
hawkesbury,18/10/23,uncaged,T3,3,T3-H03,4,T3-H03-4-un-HR,34
hawkesbury,18/10/23,uncaged,T3,3,T3-H03,5,T3-H03-5-un-HR,15
hawkesbury,18/10/23,uncaged,T3,4,T3-H04,1,T3-H04-1-un-HR,10
hawkesbury,18/10/23,uncaged,T3,4,T3-H04,2,T3-H04-2-un-HR,34
hawkesbury,18/10/23,uncaged,T3,4,T3-H04,3,T3-H04-3-un-HR,37
hawkesbury,18/10/23,uncaged,T3,4,T3-H04,4,T3-H04-4-un-HR,30
hawkesbury,18/10/23,uncaged,T3,4,T3-H04,5,T3-H04-5-un-HR,23
hawkesbury,18/10/23,uncaged,T3,6,T3-H06,1,T3-H06-1-un-HR,93
hawkesbury,18/10/23,uncaged,T3,6,T3-H06,2,T3-H06-2-un-HR,55
hawkesbury,18/10/23,uncaged,T3,6,T3-H06,3,T3-H06-3-un-HR,54
hawkesbury,18/10/23,uncaged,T3,6,T3-H06,4,T3-H06-4-un-HR,86
hawkesbury,18/10/23,uncaged,T3,6,T3-H06,5,T3-H06-5-un-HR,63
hawkesbury,18/10/23,uncaged,T3,12,T3-H12,1,T3-H12-1-un-HR,103
hawkesbury,18/10/23,uncaged,T3,12,T3-H12,2,T3-H12-2-un-HR,102
hawkesbury,18/10/23,uncaged,T3,12,T3-H12,3,T3-H12-3-un-HR,64
hawkesbury,18/10/23,uncaged,T3,12,T3-H12,4,T3-H12-4-un-HR,119
hawkesbury,18/10/23,uncaged,T3,12,T3-H12,5,T3-H12-5-un-HR,93
hawkesbury,18/10/23,uncaged,T4,3,T4-H03,1,T4-H03-1-un-HR,17
hawkesbury,18/10/23,uncaged,T4,3,T4-H03,2,T4-H03-2-un-HR,38
hawkesbury,18/10/23,uncaged,T4,3,T4-H03,3,T4-H03-3-un-HR,25
hawkesbury,18/10/23,uncaged,T4,3,T4-H03,4,T4-H03-4-un-HR,45
hawkesbury,18/10/23,uncaged,T4,3,T4-H03,5,T4-H03-5-un-HR,34
hawkesbury,18/10/23,uncaged,T4,4,T4-H04,1,T4-H04-1-un-HR,50
hawkesbury,18/10/23,uncaged,T4,4,T4-H04,2,T4-H04-2-un-HR,46
hawkesbury,18/10/23,uncaged,T4,4,T4-H04,3,T4-H04-3-un-HR,45
hawkesbury,18/10/23,uncaged,T4,4,T4-H04,4,T4-H04-4-un-HR,54
hawkesbury,18/10/23,uncaged,T4,4,T4-H04,5,T4-H04-5-un-HR,38
hawkesbury,18/10/23,uncaged,T4,6,T4-H06,1,T4-H06-1-un-HR,63
hawkesbury,18/10/23,uncaged,T4,6,T4-H06,2,T4-H06-2-un-HR,64
hawkesbury,18/10/23,uncaged,T4,6,T4-H06,3,T4-H06-3-un-HR,51
hawkesbury,18/10/23,uncaged,T4,6,T4-H06,4,T4-H06-4-un-HR,47
hawkesbury,18/10/23,uncaged,T4,6,T4-H06,5,T4-H06-5-un-HR,76
hawkesbury,18/10/23,uncaged,T4,12,T4-H12,1,T4-H12-1-un-HR,138
hawkesbury,18/10/23,uncaged,T4,12,T4-H12,2,T4-H12-2-un-HR,85
hawkesbury,18/10/23,uncaged,T4,12,T4-H12,3,T4-H12-3-un-HR,120
hawkesbury,18/10/23,uncaged,T4,12,T4-H12,4,T4-H12-4-un-HR,94
hawkesbury,18/10/23,uncaged,T4,12,T4-H12,5,T4-H12-5-un-HR,104
hawkesbury,18/10/23,caged,T1,3,T1-H03,1,T1-H03-1-ca-HR,20
hawkesbury,18/10/23,caged,T1,3,T1-H03,2,T1-H03-2-ca-HR,34
hawkesbury,18/10/23,caged,T1,3,T1-H03,3,T1-H03-3-ca-HR,21
hawkesbury,18/10/23,caged,T1,3,T1-H03,4,T1-H03-4-ca-HR,3
hawkesbury,18/10/23,caged,T1,3,T1-H03,5,T1-H03-5-ca-HR,22
hawkesbury,18/10/23,caged,T1,4,T1-H04,1,T1-H04-1-ca-HR,28
hawkesbury,18/10/23,caged,T1,4,T1-H04,2,T1-H04-2-ca-HR,38
hawkesbury,18/10/23,caged,T1,4,T1-H04,3,T1-H04-3-ca-HR,26
hawkesbury,18/10/23,caged,T1,4,T1-H04,4,T1-H04-4-ca-HR,33
hawkesbury,18/10/23,caged,T1,4,T1-H04,5,T1-H04-5-ca-HR,26
hawkesbury,18/10/23,caged,T1,6,T1-H06,1,T1-H06-1-ca-HR,18
hawkesbury,18/10/23,caged,T1,6,T1-H06,2,T1-H06-2-ca-HR,2
hawkesbury,18/10/23,caged,T1,6,T1-H06,3,T1-H06-3-ca-HR,29
hawkesbury,18/10/23,caged,T1,6,T1-H06,4,T1-H06-4-ca-HR,17
hawkesbury,18/10/23,caged,T1,6,T1-H06,5,T1-H06-5-ca-HR,15
hawkesbury,18/10/23,caged,T1,12,T1-H12,1,T1-H12-1-ca-HR,48
hawkesbury,18/10/23,caged,T1,12,T1-H12,2,T1-H12-2-ca-HR,56
hawkesbury,18/10/23,caged,T1,12,T1-H12,3,T1-H12-3-ca-HR,43
hawkesbury,18/10/23,caged,T1,12,T1-H12,4,T1-H12-4-ca-HR,48
hawkesbury,18/10/23,caged,T1,12,T1-H12,5,T1-H12-5-ca-HR,24
hawkesbury,18/10/23,caged,T2,3,T2-H03,1,T2-H03-1-ca-HR,13
hawkesbury,18/10/23,caged,T2,3,T2-H03,2,T2-H03-2-ca-HR,26
hawkesbury,18/10/23,caged,T2,3,T2-H03,3,T2-H03-3-ca-HR,2
hawkesbury,18/10/23,caged,T2,3,T2-H03,4,T2-H03-4-ca-HR,29
hawkesbury,18/10/23,caged,T2,3,T2-H03,5,T2-H03-5-ca-HR,28
hawkesbury,18/10/23,caged,T2,4,T2-H04,1,T2-H04-1-ca-HR,32
hawkesbury,18/10/23,caged,T2,4,T2-H04,2,T2-H04-2-ca-HR,37
hawkesbury,18/10/23,caged,T2,4,T2-H04,3,T2-H04-3-ca-HR,19
hawkesbury,18/10/23,caged,T2,4,T2-H04,4,T2-H04-4-ca-HR,12
hawkesbury,18/10/23,caged,T2,4,T2-H04,5,T2-H04-5-ca-HR,14
hawkesbury,18/10/23,caged,T2,6,T2-H06,1,T2-H06-1-ca-HR,56
hawkesbury,18/10/23,caged,T2,6,T2-H06,2,T2-H06-2-ca-HR,53
hawkesbury,18/10/23,caged,T2,6,T2-H06,3,T2-H06-3-ca-HR,48
hawkesbury,18/10/23,caged,T2,6,T2-H06,4,T2-H06-4-ca-HR,32
hawkesbury,18/10/23,caged,T2,6,T2-H06,5,T2-H06-5-ca-HR,80
hawkesbury,18/10/23,caged,T2,12,T2-H12,1,T2-H12-1-ca-HR,65
hawkesbury,18/10/23,caged,T2,12,T2-H12,2,T2-H12-2-ca-HR,106
hawkesbury,18/10/23,caged,T2,12,T2-H12,3,T2-H12-3-ca-HR,77
hawkesbury,18/10/23,caged,T2,12,T2-H12,4,T2-H12-4-ca-HR,95
hawkesbury,18/10/23,caged,T2,12,T2-H12,5,T2-H12-5-ca-HR,107
hawkesbury,18/10/23,caged,T3,3,T3-H03,1,T3-H03-1-ca-HR,38
hawkesbury,18/10/23,caged,T3,3,T3-H03,2,T3-H03-2-ca-HR,18
hawkesbury,18/10/23,caged,T3,3,T3-H03,3,T3-H03-3-ca-HR,15
hawkesbury,18/10/23,caged,T3,3,T3-H03,4,T3-H03-4-ca-HR,41
hawkesbury,18/10/23,caged,T3,3,T3-H03,5,T3-H03-5-ca-HR,36
hawkesbury,18/10/23,caged,T3,4,T3-H04,1,T3-H04-1-ca-HR,52
hawkesbury,18/10/23,caged,T3,4,T3-H04,2,T3-H04-2-ca-HR,62
hawkesbury,18/10/23,caged,T3,4,T3-H04,3,T3-H04-3-ca-HR,54
hawkesbury,18/10/23,caged,T3,4,T3-H04,4,T3-H04-4-ca-HR,34
hawkesbury,18/10/23,caged,T3,4,T3-H04,5,T3-H04-5-ca-HR,48
hawkesbury,18/10/23,caged,T3,6,T3-H06,1,T3-H06-1-ca-HR,55
hawkesbury,18/10/23,caged,T3,6,T3-H06,2,T3-H06-2-ca-HR,72
hawkesbury,18/10/23,caged,T3,6,T3-H06,3,T3-H06-3-ca-HR,87
hawkesbury,18/10/23,caged,T3,6,T3-H06,4,T3-H06-4-ca-HR,75
hawkesbury,18/10/23,caged,T3,6,T3-H06,5,T3-H06-5-ca-HR,52
hawkesbury,18/10/23,caged,T3,12,T3-H12,1,T3-H12-1-ca-HR,104
hawkesbury,18/10/23,caged,T3,12,T3-H12,2,T3-H12-2-ca-HR,101
hawkesbury,18/10/23,caged,T3,12,T3-H12,3,T3-H12-3-ca-HR,154
hawkesbury,18/10/23,caged,T3,12,T3-H12,4,T3-H12-4-ca-HR,110
hawkesbury,18/10/23,caged,T3,12,T3-H12,5,T3-H12-5-ca-HR,130
hawkesbury,18/10/23,caged,T4,3,T4-H03,1,T4-H03-1-ca-HR,51
hawkesbury,18/10/23,caged,T4,3,T4-H03,2,T4-H03-2-ca-HR,51
hawkesbury,18/10/23,caged,T4,3,T4-H03,3,T4-H03-3-ca-HR,38
hawkesbury,18/10/23,caged,T4,3,T4-H03,4,T4-H03-4-ca-HR,50
hawkesbury,18/10/23,caged,T4,3,T4-H03,5,T4-H03-5-ca-HR,24
hawkesbury,18/10/23,caged,T4,4,T4-H04,1,T4-H04-1-ca-HR,65
hawkesbury,18/10/23,caged,T4,4,T4-H04,2,T4-H04-2-ca-HR,51
hawkesbury,18/10/23,caged,T4,4,T4-H04,3,T4-H04-3-ca-HR,44
hawkesbury,18/10/23,caged,T4,4,T4-H04,4,T4-H04-4-ca-HR,67
hawkesbury,18/10/23,caged,T4,4,T4-H04,5,T4-H04-5-ca-HR,59
hawkesbury,18/10/23,caged,T4,6,T4-H06,1,T4-H06-1-ca-HR,104
hawkesbury,18/10/23,caged,T4,6,T4-H06,2,T4-H06-2-ca-HR,65
hawkesbury,18/10/23,caged,T4,6,T4-H06,3,T4-H06-3-ca-HR,71
hawkesbury,18/10/23,caged,T4,6,T4-H06,4,T4-H06-4-ca-HR,102
hawkesbury,18/10/23,caged,T4,6,T4-H06,5,T4-H06-5-ca-HR,92
hawkesbury,18/10/23,caged,T4,12,T4-H12,1,T4-H12-1-ca-HR,158
hawkesbury,18/10/23,caged,T4,12,T4-H12,2,T4-H12-2-ca-HR,145
hawkesbury,18/10/23,caged,T4,12,T4-H12,3,T4-H12-3-ca-HR,112
hawkesbury,18/10/23,caged,T4,12,T4-H12,4,T4-H12-4-ca-HR,169
hawkesbury,18/10/23,caged,T4,12,T4-H12,5,T4-H12-5-ca-HR,96
